date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
10/21/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Night
4/21/2022,Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight
8/17/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Afternoon
1/20/2023,Frankie,Fastfood,50,14,700,Cash,Mr.,Midnight
5/21/2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon
12/24/2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Afternoon
9/19/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Night
11-05-2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Night
3/16/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening
3/27/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Afternoon
5/27/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening
8/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning
05-08-2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Afternoon
01-05-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight
6/20/2022,Cold coffee,Beverages,40,5,200,Online,Mr.,Morning
9/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Afternoon
11/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Afternoon
11-02-2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Midnight
8/22/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Night
09-05-2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Night
8/31/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night
1/17/2023,Frankie,Fastfood,50,6,300,Online,Mrs.,Afternoon
7/27/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Evening
09-09-2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon
5/20/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Morning
3/15/2023,Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Midnight
12/25/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon
10/20/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Midnight
03-07-2023,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening
03-01-2023,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight
10/16/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Evening
09-12-2022,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Midnight
06-08-2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Night
11/20/2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Morning
7/22/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight
4/24/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Morning
06-11-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Midnight
10/18/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning
1/15/2023,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening
01-11-2023,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
10/17/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning
09-08-2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening
5/15/2022,Sandwich,Fastfood,60,7,420,Online,Mrs.,Morning
9/29/2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning
2/13/2023,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon
09-04-2022,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Evening
8/28/2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Night
2/24/2023,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night
02-02-2023,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Morning
12/27/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon
2/13/2023,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Afternoon
10-02-2022,Vadapav,Fastfood,20,12,240,Cash,Mr.,Evening
10/29/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening
1/31/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Afternoon
4/27/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Morning
3/21/2023,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon
2/26/2023,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Midnight
2/14/2023,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Midnight
5/27/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Midnight
9/21/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Midnight
02-03-2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
12/26/2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Morning
5/31/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Midnight
10-02-2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Morning
1/14/2023,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night
10/20/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Midnight
11-07-2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Night
1/25/2023,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight
6/16/2022,Frankie,Fastfood,50,1,50,Cash,Mr.,Midnight
7/27/2022,Sandwich,Fastfood,60,8,480,Online,Mrs.,Evening
04-08-2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight
08-09-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Afternoon
01-04-2023,Panipuri,Fastfood,20,13,260,Online,Mr.,Night
11-04-2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Morning
12-09-2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening
02-12-2023,Frankie,Fastfood,50,4,200,Cash,Mr.,Night
12/26/2022,Cold coffee,Beverages,40,12,480,Cash,Mrs.,Midnight
12/14/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Morning
12-10-2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Night
10/26/2022,Vadapav,Fastfood,20,11,220,Online,Mr.,Evening
08-02-2022,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Night
01-11-2023,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon
7/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Night
8/24/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening
9/22/2022,Sugarcane juice,Beverages,25,12,300,Online,Mrs.,Midnight
07-02-2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Evening
12-09-2022,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Morning
11/25/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Morning
04-03-2022,Panipuri,Fastfood,20,11,220,Online,Mrs.,Night
1/27/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Morning
12/29/2022,Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight
11-03-2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon
05-01-2022,Aalopuri,Fastfood,20,13,260,Online,Mr.,Afternoon
05-04-2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Midnight
07-04-2022,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Evening
01-06-2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon
07-01-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight
7/27/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Night
10-04-2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Night
3/27/2023,Panipuri,Fastfood,20,13,260,Online,Mrs.,Midnight
5/16/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Night
09-05-2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Midnight
03-01-2023,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Evening
1/25/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening
06-05-2022,Panipuri,Fastfood,20,7,140,Online,Mr.,Morning
09-07-2022,Panipuri,Fastfood,20,3,60,Online,Mr.,Evening
5/27/2022,Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon
7/30/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Night
08-04-2022,Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening
04-10-2022,Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Evening
01-01-2023,Sandwich,Fastfood,60,13,780,Online,Mrs.,Midnight
07-09-2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Midnight
5/14/2022,Cold coffee,Beverages,40,10,400,Online,Mr.,Morning
3/29/2023,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon
4/15/2022,Sugarcane juice,Beverages,25,3,75,Online,Mr.,Afternoon
11/15/2022,Cold coffee,Beverages,40,15,600,Online,Mr.,Afternoon
7/30/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Evening
09-12-2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Midnight
11-11-2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Evening
03-09-2023,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Afternoon
4/16/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Evening
2/27/2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night
6/30/2022,Sandwich,Fastfood,60,2,120,Cash,Mrs.,Evening
10-01-2022,Panipuri,Fastfood,20,5,100,Online,Mr.,Morning
8/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Night
12-10-2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Evening
6/13/2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Midnight
08-09-2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon
10/13/2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening
9/27/2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Evening
7/19/2022,Frankie,Fastfood,50,3,150,Cash,Mr.,Evening
10/16/2022,Cold coffee,Beverages,40,7,280,Online,Mrs.,Afternoon
01-02-2023,Cold coffee,Beverages,40,15,600,Online,Mrs.,Midnight
9/15/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning
11/28/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Evening
09-07-2022,Frankie,Fastfood,50,2,100,Cash,Mr.,Afternoon
10/22/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Night
12/24/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight
3/23/2023,Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon
09-06-2022,Cold coffee,Beverages,40,7,280,Cash,Mr.,Evening
6/30/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
4/27/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening
07-01-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
4/23/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Afternoon
05-12-2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning
5/31/2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Night
12-04-2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Morning
03-05-2023,Vadapav,Fastfood,20,11,220,Cash,Mrs.,Morning
04-09-2022,Aalopuri,Fastfood,20,10,200,Cash,Mrs.,Night
6/16/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Morning
8/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night
3/27/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight
10-01-2022,Sandwich,Fastfood,60,13,780,Cash,Mrs.,Morning
12-04-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning
2/16/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening
1/20/2023,Frankie,Fastfood,50,6,300,Cash,Mrs.,Morning
2/22/2023,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon
4/26/2022,Cold coffee,Beverages,40,1,40,Online,Mrs.,Night
11/30/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Midnight
08-02-2022,Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon
10-03-2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Morning
12/24/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Morning
11-01-2022,Aalopuri,Fastfood,20,12,240,Online,Mr.,Morning
8/27/2022,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Night
8/31/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Afternoon
09-08-2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night
04-09-2022,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night
12/15/2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Afternoon
2/28/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Midnight
05-08-2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
6/25/2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Morning
02-06-2023,Aalopuri,Fastfood,20,3,60,Online,Mr.,Midnight
06-10-2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night
7/15/2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight
6/28/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Night
04-08-2022,Frankie,Fastfood,50,1,50,Online,Mr.,Evening
09-09-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Morning
9/14/2022,Panipuri,Fastfood,20,12,240,Online,Mrs.,Evening
2/13/2023,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Evening
12/14/2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Afternoon
04-02-2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Midnight
03-08-2023,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Morning
02-01-2023,Cold coffee,Beverages,40,15,600,Cash,Mr.,Night
6/22/2022,Sugarcane juice,Beverages,25,15,375,Online,Mr.,Afternoon
1/20/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening
07-01-2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Evening
10/28/2022,Panipuri,Fastfood,20,9,180,Online,Mrs.,Night
5/24/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Evening
7/26/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon
02-06-2023,Vadapav,Fastfood,20,15,300,Online,Mrs.,Night
5/14/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
8/20/2022,Cold coffee,Beverages,40,11,440,Online,Mrs.,Afternoon
1/26/2023,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Morning
02-09-2023,Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon
05-09-2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning
10/20/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Afternoon
02-03-2023,Panipuri,Fastfood,20,5,100,Online,Mrs.,Evening
7/26/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night
8/30/2022,Vadapav,Fastfood,20,14,280,Online,Mrs.,Afternoon
06-05-2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Afternoon
5/27/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night
11-05-2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Midnight
04-07-2022,Sandwich,Fastfood,60,13,780,Online,Mrs.,Morning
07-11-2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Midnight
5/21/2022,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon
5/30/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Midnight
03-04-2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Morning
6/30/2022,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning
11/28/2022,Sandwich,Fastfood,60,6,360,Online,Mrs.,Midnight
1/21/2023,Panipuri,Fastfood,20,2,40,Online,Mr.,Afternoon
7/25/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night
10-11-2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight
2/15/2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Afternoon
02-05-2023,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
10/31/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Morning
05-06-2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Evening
1/25/2023,Panipuri,Fastfood,20,9,180,Cash,Mr.,Evening
9/28/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
05-11-2022,Aalopuri,Fastfood,20,4,80,Online,Mr.,Morning
3/18/2023,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening
07-05-2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Night
10-09-2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon
9/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
4/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Night
05-04-2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Evening
5/19/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Morning
5/23/2022,Aalopuri,Fastfood,20,3,60,Online,Mr.,Evening
11-02-2022,Sandwich,Fastfood,60,12,720,Online,Mr.,Morning
4/20/2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Night
12-09-2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night
10-11-2022,Aalopuri,Fastfood,20,14,280,Online,Mr.,Midnight
08-12-2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
9/18/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Afternoon
5/20/2022,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon
11/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Afternoon
12/18/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Midnight
5/14/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon
8/13/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Afternoon
10-05-2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night
04-01-2022,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Evening
1/13/2023,Frankie,Fastfood,50,14,700,Online,Mr.,Afternoon
11/29/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Midnight
4/22/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Midnight
8/24/2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Midnight
2/23/2023,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening
05-05-2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight
11/26/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
09-09-2022,Cold coffee,Beverages,40,1,40,Online,Mr.,Evening
11/15/2022,Frankie,Fastfood,50,6,300,Cash,Mrs.,Evening
7/19/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening
3/25/2023,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Afternoon
11-01-2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Afternoon
8/14/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening
10-07-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening
02-05-2023,Frankie,Fastfood,50,8,400,Online,Mr.,Night
12/16/2022,Panipuri,Fastfood,20,2,40,Online,Mr.,Night
3/15/2023,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Midnight
2/22/2023,Cold coffee,Beverages,40,6,240,Cash,Mr.,Morning
10/30/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Afternoon
12/17/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Midnight
12-02-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Morning
12/14/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon
04-12-2022,Sandwich,Fastfood,60,1,60,Online,Mr.,Morning
12-03-2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Midnight
12/28/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon
05-09-2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Midnight
05-10-2022,Frankie,Fastfood,50,14,700,Cash,Mrs.,Morning
2/16/2023,Cold coffee,Beverages,40,10,400,Online,Mr.,Evening
6/27/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night
07-04-2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Afternoon
09-11-2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning
8/25/2022,Aalopuri,Fastfood,20,5,100,Cash,Mrs.,Midnight
08-03-2022,Vadapav,Fastfood,20,1,20,Online,Mr.,Midnight
11/24/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night
6/28/2022,Frankie,Fastfood,50,13,650,Cash,Mrs.,Afternoon
03-09-2023,Frankie,Fastfood,50,10,500,Cash,Mrs.,Afternoon
02-03-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Evening
10-07-2022,Frankie,Fastfood,50,7,350,Cash,Mr.,Evening
08-10-2022,Panipuri,Fastfood,20,11,220,Cash,Mr.,Morning
9/20/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Night
03-01-2023,Sandwich,Fastfood,60,4,240,Online,Mrs.,Morning
06-06-2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night
7/30/2022,Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight
7/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon
11/18/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Night
11-09-2022,Panipuri,Fastfood,20,1,20,Cash,Mr.,Morning
6/25/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Morning
09-11-2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Evening
08-05-2022,Sugarcane juice,Beverages,25,5,125,Online,Mrs.,Midnight
1/14/2023,Cold coffee,Beverages,40,3,120,Cash,Mrs.,Midnight
8/31/2022,Vadapav,Fastfood,20,11,220,Cash,Mr.,Morning
02-01-2023,Frankie,Fastfood,50,1,50,Online,Mr.,Evening
9/16/2022,Vadapav,Fastfood,20,2,40,Cash,Mr.,Afternoon
06-04-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Morning
6/26/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Midnight
12/29/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Evening
01-02-2023,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Night
10/21/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Morning
12/25/2022,Sugarcane juice,Beverages,25,11,275,Online,Mr.,Morning
9/25/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
12/25/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Midnight
11/14/2022,Sugarcane juice,Beverages,25,1,25,Online,Mrs.,Evening
04-09-2022,Vadapav,Fastfood,20,12,240,Online,Mrs.,Midnight
2/14/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
6/15/2022,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night
6/19/2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Morning
2/26/2023,Frankie,Fastfood,50,8,400,Cash,Mrs.,Afternoon
06-07-2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Morning
2/22/2023,Aalopuri,Fastfood,20,8,160,Cash,Mrs.,Morning
8/15/2022,Panipuri,Fastfood,20,5,100,Online,Mrs.,Midnight
3/20/2023,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening
8/14/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon
3/15/2023,Vadapav,Fastfood,20,1,20,Online,Mrs.,Night
3/27/2023,Sandwich,Fastfood,60,6,360,Cash,Mr.,Night
02-07-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight
10/23/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Morning
06-11-2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening
11/27/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Afternoon
5/27/2022,Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight
12/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Night
4/29/2022,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Morning
07-09-2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning
12-07-2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon
3/25/2023,Aalopuri,Fastfood,20,2,40,Cash,Mrs.,Afternoon
8/13/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
08-03-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning
7/20/2022,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Evening
2/25/2023,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Morning
8/30/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Night
10-02-2022,Sugarcane juice,Beverages,25,5,125,Online,Mr.,Afternoon
01-10-2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Evening
6/25/2022,Sugarcane juice,Beverages,25,14,350,Online,Mr.,Night
11/26/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night
01-11-2023,Panipuri,Fastfood,20,1,20,Online,Mrs.,Night
11-06-2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night
4/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mrs.,Evening
1/23/2023,Sandwich,Fastfood,60,7,420,Online,Mrs.,Afternoon
10-11-2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Night
05-08-2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon
5/23/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening
6/13/2022,Frankie,Fastfood,50,1,50,Online,Mrs.,Midnight
9/21/2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning
12-12-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Evening
12/27/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Morning
03-02-2023,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon
08-08-2022,Panipuri,Fastfood,20,5,100,Cash,Mr.,Afternoon
10/13/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Afternoon
10-05-2022,Vadapav,Fastfood,20,13,260,Cash,Mrs.,Midnight
4/20/2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Afternoon
01-11-2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning
5/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening
2/28/2023,Frankie,Fastfood,50,6,300,Cash,Mr.,Night
10-12-2022,Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening
7/24/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Midnight
6/17/2022,Panipuri,Fastfood,20,12,240,Online,Mr.,Morning
2/13/2023,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight
1/18/2023,Vadapav,Fastfood,20,2,40,Online,Mrs.,Evening
10/30/2022,Panipuri,Fastfood,20,14,280,Cash,Mrs.,Morning
01-06-2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
8/18/2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
